"COD_MKT_ID","AREA","MACROSETTORE","SETTORE","REPARTO","CATEGORIA","SOTTOCATEGORIA","SEGMENTO"
"226","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","CURA TESSUTI","SMACCHIATORI TESSUTI","SMACCH. TESSUTI"
"227","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","CURA TESSUTI","COLORANTI","COLORANTI"
"228","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","CURA TESSUTI","PRODOTTI STIRO","ACQUA DEMINERAL."
"229","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","CURA TESSUTI","PRODOTTI STIRO","APPRETTI"
"230","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","CURA TESSUTI","PRODOTTI STIRO","ANTICALCARI / PROFUMATORI"
"231","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","CURA TESSUTI","ELIMINA ODORI","ELIMINA ODORI"
"232","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","DEODORANTI AMBIENTI","DEODORANTI GRANDI AMBIENTI","SPRAY"
"233","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","DEODORANTI AMBIENTI","DEODORANTI GRANDI AMBIENTI","ELETTROEMANATORI +  RIC."
"234","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","DEODORANTI AMBIENTI","DEODORANTI GRANDI AMBIENTI","EMANATORI + RIC."
"235","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","DEODORANTI AMBIENTI","DEODORANTI GRANDI AMBIENTI","CANDELE"
"236","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","DEODORANTI AMBIENTI","DEODORANTI PICCOLI AMBIENTI","PROFUM. PICCOLI AMBIENTI"
"237","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","DEODORANTI AMBIENTI","DEODORANTI PICCOLI AMBIENTI","PROFUMATORI BIANCHERIA"
"238","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI VOLANTI","ELETTROEMANATORI E RIC."
"239","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI VOLANTI","VAPO/SPRAY"
"240","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI VOLANTI","SPIRALI"
"241","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI VOLANTI","CANDELE"
"242","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI VOLANTI","ESCHE"
"243","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI STRISCIANTI","POLVERI"
"244","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI STRISCIANTI","SPRAY"
"245","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI STRISCIANTI","ESCHE"
"246","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","TARMICIDI","TARMICIDI"
"247","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","RATTICIDI","RATTICIDI"
"248","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI USO PERSONALE","REPULSIVI SPRAY/VAPO"
"249","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI USO PERSONALE","SALVIETTE"
"250","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","INSETTICIDI/REPULSIVI","REPULSIVI USO PERSONALE","ALTRO"
"251","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","IGIENE AMBIENTI","IGIENE AMBIENTI","IGIENE AMBIENTI"
"252","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","TOVAGLIE E TOVAGLIOLI","TOVAGLIOLI BIANCHI","MONOVELO"
"253","Non alimentari","No Food","MULTIMEDIA","SUONO","SUONO AUTO","AUTORADIO","SINTOLETTORE"
"254","Non alimentari","No Food","MULTIMEDIA","SUONO","SUONO AUTO","AUTORADIO","SPECIALI"
"255","Non alimentari","No Food","MULTIMEDIA","SUONO","SUONO AUTO","AUTORADIO","GPS"
"256","Non alimentari","No Food","MULTIMEDIA","SUONO","SUONO AUTO","COMPONENTI","ACCESSORI COLLEGAMENTO"
"257","Non alimentari","No Food","MULTIMEDIA","SUONO","SUONO AUTO","COMPONENTI","ALTOPARLANTI"
"258","Non alimentari","No Food","MULTIMEDIA","SUONO","SUONO AUTO","COMPONENTI","AMPLIFICATORI"
"259","Non alimentari","No Food","MULTIMEDIA","SUONO","SUONO AUTO","COMPONENTI","MULTIBOX CD / MD"
"260","Non alimentari","No Food","MULTIMEDIA","SUONO","SUONO AUTO","COMPONENTI","ANTENNE"
"261","Non alimentari","No Food","MULTIMEDIA","SUONO","STRUMENTI MUSICALI","A CORDA","CHITARRE ACUSTICHE"
"262","Non alimentari","No Food","MULTIMEDIA","SUONO","STRUMENTI MUSICALI","A CORDA","CHITARRE ELETTRICHE"
"263","Non alimentari","No Food","MULTIMEDIA","SUONO","STRUMENTI MUSICALI","A FIATO","FLAUTI"
"264","Non alimentari","No Food","MULTIMEDIA","SUONO","STRUMENTI MUSICALI","A PERCUSSIONE","BATTERIE"
"265","Non alimentari","No Food","MULTIMEDIA","SUONO","STRUMENTI MUSICALI","TASTIERE","MINI"
"266","Non alimentari","No Food","MULTIMEDIA","SUONO","STRUMENTI MUSICALI","TASTIERE","STANDARD"
"267","Non alimentari","No Food","MULTIMEDIA","SUONO","STRUMENTI MUSICALI","ACCESSORI","A CORDA"
"268","Non alimentari","No Food","MULTIMEDIA","SUONO","STRUMENTI MUSICALI","ACCESSORI","A PERCUSSIONE"
"269","Non alimentari","No Food","MULTIMEDIA","SUONO","STRUMENTI MUSICALI","ACCESSORI","TASTIERE"
"270","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","COLLEGAMENTO","ADATTATORI"
"271","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","COLLEGAMENTO","CAVI"
"272","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","COLLEGAMENTO","CONNETTORI"
"273","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","CONTENITORI","CD / MINIDISC"
"274","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","CONTENITORI","MUSICASSETTE"
"275","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","CUFFIE","AURICOLARI"
"276","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","CUFFIE","CUFFIE STANDARD"
"277","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","CUFFIE","SENZA FILO"
"278","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","MICROFONI","MICROFONI"
"279","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","PULIZIA","C.D."
"280","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","PULIZIA","MUSICASSETTE"
"281","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","SUPPORTI VERGINI","MICROCASSETTE"
"282","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","SUPPORTI VERGINI","MINIDISC CDR AUDIO"
"283","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","SUPPORTI VERGINI","NASTRO CROMO"
"284","Non alimentari","No Food","MULTIMEDIA","SUONO","ACCESSORI SUONO","SUPPORTI VERGINI","NASTRO FERRO"
"285","Non alimentari","No Food","MULTIMEDIA","SUONO","SUONO","SUONO","SUONO"
"286","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","SCHERMI CRT","TV 2-13 POLLICI"
"287","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","SCHERMI CRT","TV COLOR 14-15 POLLICI"
"288","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","SCHERMI CRT","TV COLOR 16-17 POLLICI"
"289","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","SCHERMI CRT","TV COLOR 20-21 POLLICI"
"290","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","SCHERMI CRT","TV COLOR 25 POLLICI"
"291","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","SCHERMI CRT","TV COLOR 28 POLLICI"
"292","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","SCHERMI CRT","TV COLOR 29 POLLICI"
"293","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","SCHERMI CRT","TV COLOR 32-36 POLLICI"
"294","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","LCD","TV 2-13 POLLICI"
"295","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","LCD","TV COLOR 14/16 POLLICI"
"296","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","LCD","TV COLOR 17/19 POLLICI"
"297","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","LCD","TV COLOR 20 /23 POLLICI"
"298","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","LCD","TV COLOR 24/27 POLLICI"
"299","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","LCD","TV COLOR 28/30 POLLICI"
"300","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","LCD","TV COLOR 31/32 POLLICI"
"301","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","LCD","TV COLOR > 37 POLLICI"
"302","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","PLASMA","TV COLOR 32/36 POLLICI"
"303","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","PLASMA","TV COLOR 36/43 POLLICI"
"304","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","PLASMA","TV COLOR > 43 POLLICI"
"305","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","PROIETTORI","RETROPROIEZIONE"
"306","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","PROIETTORI","VIDEOPROIETTORI"
"307","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","COMBINATI TV","TV COLOR 14-19 POLLICI"
"308","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","COMBINATI TV","TV COLOR 20-24 POLLICI"
"309","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","COMBINATI TV","TV COLOR 25-31 POLLICI"
"310","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","COMBINATI TV","TV COLOR >32 POLLICI"
"311","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","DISPOSITIVI MULTIMEDIALI","CON HARD DISK"
"312","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","DISPOSITIVI MULTIMEDIALI","CON DVD"
"313","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV","DISPOSITIVI MULTIMEDIALI","ALTRO"
"314","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","VIDEOCAMERE","VIDEOCAMERE ANALOGICHE","VHSC"
"315","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","VIDEOCAMERE","VIDEOCAMERE ANALOGICHE","8MM/HI8"
"316","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","VIDEOCAMERE","VIDEOCAMERE DIGITALI","CASSETTA"
"317","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","VIDEOCAMERE","VIDEOCAMERE DIGITALI","DVD"
"318","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","VIDEOCAMERE","VIDEOCAMERE DIGITALI","SUPPORTO DI MEMORIA"
"319","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","PERIFERICHE TV","CAVI"
"320","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","PERIFERICHE TV","CONTENITORI VIDEO"
"321","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","PERIFERICHE TV","PARABOLE / ILLUMINATORI"
"322","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","PERIFERICHE TV","ALTRI"
"323","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","SUPPORTI VERGINI","PER ANALOGICO"
"324","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","SUPPORTI VERGINI","PER DIGITALE"
"325","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","SUPPORTI VERGINI","ALTRI"
"326","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","TV","TELECOMANDI UNIVERS."
"327","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","TV","SALVATELECOMANDI"
"328","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","TV","ANTENNE"
"329","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","TV","SUPPORTI VIDEO"
"330","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","TV","ALTRI"
"331","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","VIDEOCAMERE","BORSE"
"332","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","VIDEOCAMERE","BATTERIE / CARICABATTERIE"
"333","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","ACCESSORI TV/VIDEO","VIDEOCAMERE","ALTRI"
"334","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","PERIFERICHE TV","VHS","2-4 TESTINE"
"335","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","PERIFERICHE TV","VHS","6 TESTINE"
"336","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","PERIFERICHE TV","DVD","LETTORI"
"337","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","PERIFERICHE TV","DVD","REGISTRATORI"
"338","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","PERIFERICHE TV","DVD","SPECIALI"
"339","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","PERIFERICHE TV","RICEVITORI","SATELLITARE"
"340","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","PERIFERICHE TV","RICEVITORI","TERRESTRE"
"341","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","PERIFERICHE TV","RICEVITORI","ANALOGICO"
"342","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","PERIFERICHE TV","ALTRO","ALTRO"
"343","Non alimentari","No Food","MULTIMEDIA","TV/VIDEO","TV/VIDEO","TV/VIDEO","TV/VIDEO"
"344","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MACCHINE FOTOGRAFICHE ANALOGICHE","COMPATTE AUTO FOCUS"
"345","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MACCHINE FOTOGRAFICHE ANALOGICHE","COMPATTE ZOOM"
"346","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MACCHINE FOTOGRAFICHE ANALOGICHE","REFLEX"
"347","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MACCHINE FOTOGRAFICHE ANALOGICHE","USA E GETTA"
"348","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MACCHINE FOTOGRAFICHE DIGITALI","DIGITALI COMPATTE"
"349","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MACCHINE FOTOGRAFICHE DIGITALI","DIGITALI REFLEX"
"350","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MACCHINE FOTOGRAFICHE DIGITALI","ALTRO"
"351","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MEMORIE","COMPACTFLASH"
"352","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MEMORIE","SD"
"353","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MEMORIE","XD"
"354","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MEMORIE","MULTIMEDIACARD"
"355","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MEMORIE","MEMORY STICK"
"356","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO","MEMORIE","ALTRO"
"357","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","MAIONESE","LEGGERA"
"358","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","BASE MAIONESE","TONNATA"
"359","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","BASE MAIONESE","COCKTAIL"
"360","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","BASE MAIONESE","ALTRE"
"361","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","KETCHUP","NORMALE"
"362","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","KETCHUP","PICCANTE"
"363","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","SENAPE","DOLCE"
"364","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","SENAPE","PICCANTE"
"365","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","ALTRE SALSE","ALTRE"
"366","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","BASE VERDURE","BASE VERDURE"
"367","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","MOSTARDA","DOLCE"
"368","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","MOSTARDA","PICCANTE"
"369","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","PATE'/PASTE","BASE CARNE"
"370","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","PATE'/PASTE","BASE PESCE"
"371","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","PATE'/PASTE","BASE VEGETALE"
"372","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","SUGHI/RAGU'","RAGU' CARNE"
"373","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","SUGHI/RAGU'","SUGHI POMOD."
"374","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","SUGHI/RAGU'","SUGHI PESCE"
"375","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","SUGHI/RAGU'","SUGHI VERDURE"
"376","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","SUGHI/RAGU'","PESTO GENOVESE"
"377","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","SUGHI/RAGU'","PESTO ALTRI"
"378","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","SUGHI/RAGU'","ALTRI SUGHI"
"379","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","PER RISO E PASTA","RISO"
"380","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","PER RISO E PASTA","PASTA"
"381","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","FUNGHI SECCHI CONFEZ.","PORCINI"
"382","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","FUNGHI SECCHI CONFEZ.","TARTUFI"
"383","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","FUNGHI SECCHI CONFEZ.","ALTRI"
"384","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","DADI/ESTRATTI","CARNE"
"385","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","DADI/ESTRATTI","VEGETALE"
"386","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","DADI/ESTRATTI","PESCE"
"387","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","GRANULARI","CARNE"
"388","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","GRANULARI","VEGETALE"
"389","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","GRANULARI","PESCE"
"390","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","INSAPORITORI","INSAPORITORI"
"391","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","SALE NORMALE","FINO"
"392","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","SALE NORMALE","GROSSO"
"393","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","SALE ALTRI","IODATO/IODURATO"
"394","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","SALE ALTRI","INTEGRALE"
"395","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","SALE ALTRI","IPOSODICO"
"396","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","SPEZIE/AROMI","SPEZIE"
"397","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","SPEZIE/AROMI","AROMI"
"398","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","INSAPORITORI","SPEZIE/AROMI","PREPARATI"
"399","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE/COND./SCATOLAME","SALSE/COND./SCATOLAME","SALSE/COND./SCATOLAME"
"400","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","ALLEVATO NAZIONALE SERVIZIO ASSISTITO","FRESCO"
"401","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","ALLEVATO NAZIONALE LIBERO SERVIZIO","FRESCO"
"402","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","ALLEVATO ESTERO SERVIZIO ASSISTITO","FRESCO"
"403","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","ALLEVATO ESTERO SERVIZIO ASSISTITO","DECONGELATO"
"404","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","ALLEVATO ESTERO LIBERO SERVIZIO","FRESCO"
"405","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","ALLEVATO ESTERO LIBERO SERVIZIO","DECONGELATO"
"406","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","PESCATO NAZIONALE SERVIZIO ASSISTITO","FRESCO"
"407","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","PESCATO NAZIONALE LIBERO SERVIZIO","FRESCO"
"408","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","PESCATO ESTERO SERVIZIO ASSISTITO","FRESCO"
"409","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","PESCATO ESTERO SERVIZIO ASSISTITO","DECONGELATO"
"410","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","PESCATO ESTERO LIBERO SERIVIZIO","FRESCO"
"411","Alimentari","Freschi","FRESCHISSIMI","PESCE","CROSTACEI","PESCATO ESTERO LIBERO SERIVIZIO","DECONGELATO"
"412","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","ALLEVATO NAZIONALE SERVIZIO ASSISTITO","FRESCO"
"413","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","ALLEVATO NAZIONALE LIBERO SERVIZIO","FRESCO"
"414","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","ALLEVATO ESTERO SERVIZIO ASSISTITO","FRESCO"
"415","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","ALLEVATO ESTERO SERVIZIO ASSISTITO","DECONGELATO"
"416","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","ALLEVATO ESTERO LIBERO SERVIZIO","FRESCO"
"417","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","ALLEVATO ESTERO LIBERO SERVIZIO","DECONGELATO"
"418","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","PESCATO NAZIONALE SERVIZIO ASSISTITO","FRESCO"
"419","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","PESCATO NAZIONALE LIBERO SERVIZIO","FRESCO"
"420","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","PESCATO ESTERO SERVIZIO ASSISTITO","FRESCO"
"421","Alimentari","Freschi","FRESCHISSIMI","PESCE","GUSCIAME","PESCATO ESTERO LIBERO SERIVIZIO","FRESCO"
"422","Alimentari","Freschi","FRESCHISSIMI","PESCE","ELABORATO/PREPARATO","FRESCHI SERVIZIO ASSISTITO","ELABORATO/PREPARATO"
"423","Alimentari","Freschi","FRESCHISSIMI","PESCE","ELABORATO/PREPARATO","FRESCHI LIBERO SERVIZIO","ELABORATO/PREPARATO"
"424","Alimentari","Freschi","FRESCHISSIMI","PESCE","ELABORATO/PREPARATO","PANATI SERVIZIO ASSISTITO","ELABORATO/PREPARATO"
"425","Alimentari","Freschi","FRESCHISSIMI","PESCE","ELABORATO/PREPARATO","PANATI LIBERO SERVIZIO","ELABORATO/PREPARATO"
"426","Alimentari","Freschi","FRESCHISSIMI","PESCE","ELABORATO/PREPARATO","SUGHI LIBERO SERVIZIO","ELABORATO/PREPARATO"
"427","Alimentari","Freschi","FRESCHISSIMI","PESCE","ELABORATO/PREPARATO LAV.INTERNA","FRESCHI SERVIZIO ASSISTITO","ELABORATO/PREPARATO LAV. INTERNA"
